Id,V162030,V162095,V162096,V162097,V162098,V162099,V162100,V162101,V162102,V162103,V162104,V162105,V162106,V162107,V162108,V162109,V162110,V162111,V162112,V162113,Vote
46,0,50,50,50,60,50,50,50,70,50,60,50,50,70,50,50,85,50,60,1,1
47,0,16,85,85,71,85,40,11,50,49,11,50,50,71,61,1,50,50,85,61,2
48,0,30,50,40,35,60,60,55,70,50,35,45,50,60,50,40,70,40,100,39,2
49,0,15,70,85,70,70,60,30,70,85,40,60,60,60,85,15,70,70,100,85,2
50,0,1,99,99,86,50,16,1,70,99,1,17,92,31,99,1,66,99,100,100,2
51,0,50,90,55,50,85,55,50,85,100,80,50,50,85,85,50,99,65,80,85,2
52,0,85,15,15,70,70,40,85,70,30,15,70,40,85,70,85,85,50,70,15,1
53,0,89,84,86,70,100,77,84,85,85,78,92,85,100,85,88,94,85,90,95,2
54,0,100,100,60,30,100,70,30,85,100,85,85,30,100,85,30,100,85,85,1,1
55,0,58,31,1,9,60,72,88,88,51,15,61,14,58,49,70,83,50,87,1,1
56,0,85,85,70,100,85,70,70,50,70,60,70,70,85,70,60,60,70,70,100,2
57,0,60,85,50,85,70,60,50,50,85,40,50,50,85,50,50,100,60,70,85,1
58,0,5,100,85,75,85,15,25,65,100,30,30,75,45,90,5,35,100,100,100,2
59,0,40,70,70,50,60,40,40,85,100,60,60,60,70,70,50,85,50,85,40,2
60,0,85,15,15,15,85,50,85,50,50,50,70,15,85,85,85,85,1,85,1,1
61,0,1,100,85,50,50,40,30,50,70,50,40,50,30,50,50,50,50,100,70,2
62,0,1,90,90,61,40,61,10,78,90,61,71,79,85,75,1,90,62,95,75,2
63,0,0,40,30,60,70,40,100,50,40,40,70,50,100,50,85,100,40,50,1,1
64,0,1,100,70,60,85,30,15,60,100,30,40,100,50,100,1,40,100,60,85,2
65,0,1,85,100,85,85,15,1,60,85,1,50,85,70,70,1,85,85,100,85,2
66,0,2,86,71,60,85,13,15,68,85,16,14,47,14,86,1,71,91,97,74,2
67,0,86,97,100,93,100,47,42,92,100,82,15,88,100,98,35,100,98,85,99,2
68,0,70,60,70,100,100,30,40,60,60,15,100,60,100,100,1,70,70,100,85,1
69,0,16,60,70,70,84,40,40,60,84,15,70,75,75,75,30,69,51,97,50,2
70,0,50,50,50,50,50,40,50,50,40,50,50,50,99,50,50,85,40,50,50,2
71,0,50,60,40,50,85,50,60,70,85,50,85,60,85,85,50,85,70,85,40,1
72,0,60,1,1,40,70,15,85,70,15,40,30,1,60,60,85,100,50,50,1,1
73,0,1,50,75,90,100,10,15,50,85,20,50,55,45,80,1,40,85,100,45,2
74,0,70,1,31,71,71,86,70,31,1,41,86,1,99,100,50,99,32,99,51,1
75,0,43,98,98,96,98,15,37,57,99,63,36,74,40,73,9,25,95,96,100,2
76,0,70,85,70,70,85,40,60,50,50,50,50,70,70,50,30,85,70,70,70,2
77,0,70,1,50,50,100,50,70,70,50,60,60,40,100,50,15,85,50,85,50,2
78,0,51,1,16,30,42,71,85,60,70,40,16,17,85,50,99,100,39,84,39,1
79,0,1,100,100,30,100,50,70,70,100,30,70,85,85,100,30,100,100,100,85,2
80,0,50,30,70,75,60,50,70,25,50,20,75,40,90,75,20,100,50,90,70,2
81,0,50,50,40,30,85,40,70,70,50,60,50,30,60,50,50,100,50,998,50,1
82,0,1,100,60,85,60,1,50,50,100,30,50,40,40,60,15,85,85,60,70,2
83,0,40,40,60,40,85,30,30,40,70,40,40,85,85,85,50,85,70,85,40,2
84,0,80,76,68,40,92,73,52,61,68,51,59,69,97,71,51,40,71,71,100,2
85,0,16,30,51,51,51,57,16,18,100,16,50,51,51,51,0,70,100,100,31,2
86,0,51,30,49,16,77,49,87,71,51,32,46,51,86,73,70,95,31,71,1,1
87,0,50,85,40,70,50,50,60,40,50,30,50,50,50,50,50,85,50,85,50,1
88,0,47,55,71,61,85,74,61,61,50,65,80,80,85,100,47,100,50,79,70,1
89,0,100,60,60,60,85,60,70,70,60,70,60,70,100,85,998,85,85,85,70,1
90,0,15,40,30,40,50,60,70,70,50,60,50,50,50,50,999,70,50,50,50,1
91,0,50,40,50,30,50,50,50,50,50,50,50,50,50,70,50,60,50,60,50,1
92,0,70,1,1,100,100,60,100,100,1,70,70,70,100,85,15,100,40,85,85,1
93,0,1,100,84,69,72,39,4,56,95,37,25,76,4,86,3,51,100,100,86,2
94,0,100,16,31,14,99,86,100,38,41,41,70,41,100,84,49,91,52,88,40,1
95,0,85,40,1,40,70,50,100,60,50,60,50,40,100,100,100,100,50,50,1,1
96,0,98,70,61,71,86,31,85,50,51,50,14,69,84,99,84,85,70,85,84,2
97,0,50,50,50,60,50,40,50,50,50,30,50,50,50,50,50,70,50,50,40,1
98,0,15,100,60,60,100,50,40,60,100,15,50,100,100,100,1,60,70,100,70,2
99,0,70,15,15,50,40,15,70,50,70,30,30,60,85,70,0,70,50,100,1,2
100,0,85,40,70,50,70,70,50,70,50,40,30,85,85,85,30,100,70,60,85,2
101,0,1,60,15,50,100,30,15,85,90,15,40,85,70,85,1,100,70,100,85,2
102,0,85,15,30,50,85,15,60,30,50,1,40,70,100,70,40,85,50,100,70,2
103,0,60,70,15,30,40,60,30,70,40,70,60,30,70,30,40,85,40,60,30,1
104,0,70,60,15,30,100,70,60,50,70,50,70,50,100,60,40,100,60,70,1,1
105,0,70,50,50,50,60,40,85,60,50,85,70,60,100,100,85,85,50,100,50,1
106,0,0,11,35,50,61,48,50,50,34,19,50,14,97,52,0,85,1,52,2,1
107,0,50,60,70,60,70,50,70,70,60,15,70,50,100,70,50,100,1,85,1,1
108,0,70,50,70,85,100,50,15,70,85,50,50,50,70,50,50,100,70,100,85,2
109,0,85,40,40,70,70,85,40,70,50,70,70,70,100,70,60,70,50,60,70,2
110,0,70,50,50,50,50,50,50,60,50,50,50,50,100,50,50,85,50,50,15,1
111,0,0,14,0,88,0,40,55,93,52,51,52,40,70,89,0,88,78,97,1,2
112,0,60,59,48,50,85,70,47,70,17,60,39,58,100,87,50,95,15,70,37,1
113,0,15,100,85,60,85,60,50,60,85,70,85,70,85,100,50,100,85,70,998,2
114,0,50,60,60,50,70,50,60,50,60,30,40,50,50,50,50,50,60,50,50,2
115,0,40,51,84,50,51,17,84,84,50,9,50,51,51,86,1,9,51,95,50,2
116,0,100,50,40,30,100,60,100,60,50,40,85,30,100,100,85,40,50,100,1,1
117,0,50,1,50,50,100,80,85,65,1,70,85,50,100,100,85,100,1,50,50,1
118,0,43,71,83,88,98,17,45,72,86,33,49,87,67,90,8,77,86,88,85,2
119,0,56,77,93,62,72,49,34,52,86,51,45,61,60,86,51,52,79,80,59,2
120,0,0,85,50,50,85,17,41,50,85,16,17,70,85,85,0,60,85,84,85,2
121,0,40,100,70,70,100,40,85,70,100,60,100,100,100,100,50,85,100,85,100,2
122,0,59,27,23,58,61,36,83,71,33,26,21,14,85,67,44,86,17,91,9,1
123,0,5,100,85,57,95,40,31,59,100,22,43,100,45,98,18,40,100,100,100,2
124,0,53,80,54,81,84,53,53,53,54,63,53,54,51,50,53,83,54,93,89,2
125,0,35,60,40,75,45,75,80,75,70,40,75,45,75,50,50,75,50,85,15,2
126,0,3,62,60,31,61,70,69,70,98,30,71,86,50,85,32,90,98,86,87,2
127,0,60,55,85,100,100,85,65,85,50,75,60,50,100,100,50,100,50,100,100,1
128,0,1,100,100,1,100,50,1,50,100,1,0,100,100,100,1,50,100,50,100,2
129,0,51,40,1,61,81,78,96,79,50,85,85,49,91,97,88,98,51,82,3,1
130,0,70,30,30,50,50,15,85,40,70,70,50,50,100,50,50,100,70,50,85,1
131,0,1,90,100,70,100,10,10,40,90,40,20,100,70,100,1,30,100,100,100,2
132,0,50,30,15,15,70,60,85,60,30,50,70,40,85,60,60,85,30,50,30,1
133,0,62,61,70,71,98,71,84,84,60,85,83,70,99,71,60,85,41,98,76,2
134,0,50,50,60,50,70,50,70,50,100,50,50,100,60,100,50,70,100,100,100,2
135,0,15,50,50,50,50,40,50,50,50,15,50,50,50,50,15,50,50,50,50,2
136,0,1,55,0,1,65,5,75,90,100,15,55,1,1,75,1,15,100,100,0,1
137,0,100,15,1,1,60,85,100,70,1,60,85,50,100,85,100,100,1,70,1,1
138,0,50,50,50,50,60,30,60,60,50,40,50,50,70,60,50,60,50,70,60,1
139,0,85,40,1,50,70,50,85,50,1,50,60,50,100,70,70,85,1,50,50,1
140,0,27,67,59,50,54,60,40,50,57,43,62,61,50,50,23,70,60,79,55,2
141,0,60,60,30,60,85,30,60,40,50,30,60,40,70,70,40,70,50,60,2,1
142,0,30,100,85,85,100,1,15,15,100,1,60,100,100,85,1,85,85,85,100,2
143,0,30,40,60,50,40,70,70,40,70,50,70,30,70,60,50,60,60,60,40,1
144,0,50,100,100,100,100,50,1,50,100,1,50,100,100,100,1,1,50,100,100,2
145,0,40,50,71,70,59,51,61,70,51,16,59,59,71,60,1,69,51,59,40,2
146,0,30,50,60,50,50,30,50,70,60,70,30,60,70,60,30,70,60,50,50,1
147,0,1,50,75,65,50,35,40,30,60,1,50,50,50,1,1,40,50,85,40,2
148,0,85,74,54,76,96,60,50,53,85,30,53,84,61,85,1,62,75,46,72,2
149,0,50,1,15,1,100,60,100,30,1,50,60,50,100,100,85,70,1,70,15,1
150,0,70,1,50,40,70,60,70,60,50,40,50,50,100,70,60,85,50,60,1,1
151,0,70,70,60,70,85,70,70,50,70,50,70,60,100,50,50,100,50,50,70,1
152,0,2,78,71,62,88,50,61,85,1,76,51,1,85,100,62,85,1,73,70,2
153,0,62,18,40,32,77,57,79,29,70,29,60,71,100,97,77,94,70,84,16,1
154,0,50,100,70,60,85,60,40,85,100,40,70,50,85,100,30,100,100,100,70,2
155,0,60,70,50,50,50,40,50,60,60,40,50,50,60,60,40,60,50,70,40,2
156,0,30,51,50,30,52,50,51,50,86,50,52,50,40,50,50,53,50,50,50,2
157,0,50,85,85,100,100,40,60,60,60,40,40,85,70,85,85,100,85,85,100,2
158,0,70,70,0,85,85,85,70,85,85,85,85,85,100,85,0,70,85,85,85,2
159,0,50,998,50,100,100,15,50,85,1,85,50,998,100,50,999,60,1,70,100,2
160,0,60,70,0,70,70,70,60,60,70,40,60,40,70,85,70,85,60,60,50,1
161,0,15,85,85,85,70,40,15,40,70,40,40,40,70,70,1,40,70,85,100,2
162,0,60,60,1,70,100,85,100,40,60,40,70,70,100,85,50,100,40,15,30,1
163,0,85,60,40,40,85,50,60,70,40,30,60,60,100,70,40,85,40,70,60,2
164,0,10,80,80,100,100,20,50,50,90,20,50,50,50,70,10,90,50,100,70,2
165,0,99,17,2,4,84,52,68,51,39,32,65,73,97,58,74,100,7,61,1,1
166,0,72,50,31,99,69,70,71,72,42,41,70,16,71,71,60,87,42,51,40,1
167,0,32,86,96,71,72,17,2,70,100,50,61,78,71,86,2,91,86,85,41,2
168,0,50,60,85,50,85,40,30,60,85,40,50,50,50,50,50,40,70,85,85,2
169,0,50,85,100,50,85,60,40,70,100,30,70,85,70,100,1,70,100,100,60,2
170,0,40,70,70,70,70,50,1,50,50,15,50,70,85,70,1,40,50,70,70,2
171,0,31,99,86,85,84,42,31,71,86,30,50,85,51,99,15,85,85,100,70,2
172,0,20,10,5,60,80,5,60,75,90,5,80,80,80,80,50,90,80,90,2,1
173,0,50,60,60,85,60,15,18,40,70,60,18,40,70,70,1,15,60,60,85,2
174,0,100,1,1,1,50,70,50,70,50,15,85,100,100,100,85,40,1,100,1,1
175,0,16,66,61,61,86,91,85,100,85,71,85,90,91,85,15,75,85,100,66,2
176,0,52,29,42,66,67,37,41,45,72,52,50,63,77,65,41,84,44,62,21,1
177,0,50,50,60,60,70,30,40,50,50,40,50,50,60,50,15,70,50,60,40,2
178,0,41,56,69,54,85,49,41,49,75,5,45,70,86,70,30,70,51,76,40,2
179,0,85,60,70,85,85,85,70,60,70,60,85,70,100,85,30,40,60,100,85,2
180,0,85,30,15,30,50,60,100,30,50,60,85,15,100,50,85,85,30,50,15,1
181,0,100,70,85,70,60,100,85,85,50,100,100,100,100,100,100,100,50,100,100,2
182,0,85,85,70,40,70,40,40,30,85,30,70,50,100,100,60,100,60,100,85,2
183,0,100,100,60,85,100,100,60,70,15,1,100,50,100,100,40,70,85,40,100,2
184,0,30,85,40,85,100,40,60,70,100,30,50,60,100,100,15,70,85,85,15,2
185,0,91,31,39,41,88,54,84,66,29,59,55,29,97,68,48,84,13,74,50,2
186,0,100,1,50,50,100,70,100,50,50,60,100,70,100,100,999,100,50,70,40,1
187,0,0,85,85,85,70,70,70,85,100,60,85,60,100,100,0,100,100,85,85,1
188,0,100,50,50,70,85,70,50,50,97,70,50,50,100,50,50,60,85,50,100,2
189,0,50,85,70,15,30,100,85,60,60,60,70,1,85,85,60,100,60,85,1,1
190,0,52,8,14,50,60,12,74,31,69,14,30,42,65,50,50,97,42,72,1,1
191,0,50,50,50,51,84,49,50,85,50,71,50,50,84,50,49,85,48,85,60,2
192,0,30,30,40,15,50,1,40,30,30,40,50,50,50,50,15,50,30,60,50,2
193,0,50,30,1,40,50,50,100,40,50,1,50,50,100,100,60,100,50,50,1,1
194,0,17,85,85,77,76,72,47,79,85,18,68,85,84,86,4,82,84,84,83,2
195,0,70,100,60,60,100,1,30,15,100,1,1,15,60,30,1,1,85,100,100,2
196,0,85,30,1,30,50,50,100,30,50,50,50,1,100,85,40,85,50,50,15,1
197,0,100,15,15,30,70,60,100,70,70,15,50,50,100,85,100,100,70,85,50,1
198,0,71,31,17,58,56,51,85,59,5,59,50,58,95,55,51,87,6,50,22,1
199,0,9,71,77,60,86,32,49,15,76,13,51,77,86,87,1,78,73,76,70,2
200,0,50,50,15,30,50,70,85,60,50,30,85,50,70,70,70,85,50,70,15,1
201,0,71,30,1,17,70,52,69,71,51,42,51,29,85,50,87,85,39,83,3,1
202,0,61,28,61,71,61,52,62,60,25,61,41,16,88,52,71,86,51,71,31,1
203,0,40,85,70,87,60,70,41,40,70,16,50,70,70,70,15,50,60,96,70,2
204,0,85,1,15,40,50,50,70,50,1,40,50,30,85,70,50,85,1,85,15,1
205,0,61,51,50,41,71,30,50,93,25,62,51,71,50,51,50,85,41,94,25,2
206,0,1,85,85,70,100,15,1,60,100,1,60,85,100,100,1,60,60,60,100,2
207,0,94,52,51,42,99,65,91,42,53,51,81,51,97,95,73,97,52,71,2,1
208,0,15,70,70,60,60,60,15,50,85,40,50,50,40,70,1,70,60,60,60,2
209,0,40,15,1,30,100,70,15,40,100,15,85,30,100,100,70,100,15,100,1,1
210,0,30,85,60,70,60,30,40,40,85,30,60,40,70,70,15,70,50,85,40,2
211,0,67,14,16,69,50,59,82,69,39,67,49,39,98,92,60,96,29,39,30,1
212,0,15,50,50,50,50,30,85,50,50,30,50,50,50,50,60,85,50,70,50,1
213,0,40,40,1,1,100,60,85,30,1,30,50,15,100,100,100,100,1,60,1,1
214,0,70,40,30,70,70,50,50,40,1,30,70,40,100,85,50,85,1,50,50,1
215,0,100,40,15,50,100,60,100,85,15,70,70,70,100,85,60,100,30,70,60,1
216,0,40,100,80,75,70,40,30,70,80,1,40,70,90,80,20,60,80,80,60,2
217,0,100,50,30,50,85,70,85,40,30,40,85,40,100,100,85,100,1,70,1,1
218,0,40,51,60,100,60,70,40,41,30,60,70,20,70,70,50,100,1,70,60,1
219,0,70,70,50,70,70,50,50,70,50,50,85,70,85,85,50,85,50,85,85,2
220,0,70,15,1,15,50,70,60,60,50,15,50,50,100,50,60,100,50,50,1,1
221,0,61,52,71,30,75,50,78,70,51,31,71,40,99,85,31,56,50,50,40,1
222,0,998,50,50,70,85,40,70,50,50,32,65,30,50,50,999,80,50,70,999,1
223,2,46,50,19,44,45,35,49,42,63,40,16,54,52,41,48,55,47,33,50,1
224,0,100,100,70,85,100,60,85,85,70,85,70,70,100,100,70,85,60,85,100,2
225,0,1,85,85,50,70,15,15,40,60,1,30,50,40,70,1,70,60,50,60,2
226,0,1,99,85,87,82,16,30,35,97,3,14,85,92,91,1,38,93,98,83,2
227,0,88,88,100,16,100,52,56,50,100,70,100,71,100,100,52,100,79,92,36,1
228,0,61,98,99,84,69,40,32,51,83,61,61,71,86,85,31,98,72,70,85,2
229,0,30,70,85,60,60,60,50,60,70,40,50,70,70,85,30,70,70,100,70,2
230,0,1,100,71,87,51,60,10,63,100,32,51,84,80,85,1,71,100,92,100,2
231,0,60,100,50,50,70,70,85,100,30,70,70,60,100,85,100,100,0,85,1,1
232,0,15,70,85,60,100,60,30,60,85,1,50,85,15,60,1,100,85,85,70,2
233,0,50,40,85,85,70,50,50,50,50,50,50,60,50,85,50,50,50,70,50,2
234,0,16,83,70,61,50,61,58,71,51,70,57,58,50,98,41,62,60,60,61,2
235,0,998,50,60,50,85,15,40,50,70,40,15,50,100,70,50,100,70,85,85,2
236,0,30,90,85,65,90,30,40,65,100,40,40,90,80,95,1,70,95,100,75,2
237,0,40,40,70,60,100,60,85,100,30,60,70,15,100,60,60,85,40,85,60,1
238,0,54,10,51,99,98,2,51,4,51,2,1,70,92,44,2,88,50,93,86,2
239,0,50,50,1,50,60,1,50,50,50,1,1,50,55,50,50,75,50,55,1,1
240,0,1,90,70,100,90,70,40,15,85,10,40,70,50,85,1,40,85,100,70,2
241,0,95,50,50,50,85,50,100,50,1,51,60,29,100,60,53,85,1,51,72,1
242,0,50,100,50,50,70,50,50,50,50,40,50,50,50,50,50,95,50,85,50,2
243,0,50,40,15,85,85,85,85,60,60,40,60,60,100,85,70,100,50,85,70,1
244,0,16,31,30,51,50,30,50,40,50,40,50,50,61,51,28,58,50,69,40,2
245,0,83,49,1,85,96,51,84,40,60,51,52,1,84,98,60,99,40,94,29,1
246,0,60,50,50,40,50,60,50,60,50,50,50,50,85,50,50,85,50,70,40,1
247,0,50,50,32,50,84,60,60,66,70,40,50,70,70,70,84,93,61,85,2,1
248,0,70,85,70,60,85,70,40,70,85,70,70,40,85,85,85,85,60,100,70,2
249,0,1,93,83,52,91,84,26,81,96,35,85,88,50,96,2,88,92,97,89,2
250,0,10,40,70,75,50,40,60,90,100,60,90,40,50,90,40,100,90,90,10,1
251,0,85,85,60,1,100,85,70,70,50,70,70,1,100,100,60,100,998,70,70,1
252,0,15,51,57,41,61,52,42,44,50,30,60,49,53,51,5,60,50,60,53,2
253,0,85,60,100,50,100,30,60,50,50,50,50,50,100,85,50,85,60,85,60,2
254,0,2,25,30,30,50,75,30,60,25,20,50,25,25,75,10,90,10,90,10,2
255,0,60,60,60,50,60,50,60,60,70,60,60,50,70,70,50,70,50,70,998,1
256,0,30,85,70,85,50,30,50,60,50,40,50,40,50,60,0,70,50,85,50,2
257,0,70,85,50,50,100,70,50,85,100,60,60,70,70,100,60,85,85,70,100,2
258,0,1,80,85,85,80,15,1,85,100,15,40,85,50,100,1,90,100,100,40,2
259,0,51,0,17,16,84,40,100,50,50,15,50,50,51,50,98,51,50,40,32,1
260,0,50,30,50,70,60,60,70,60,50,30,50,50,70,50,15,100,50,100,15,2
261,0,60,1,70,100,100,100,100,70,70,70,80,50,80,60,80,100,100,100,100,2
262,0,50,40,40,30,60,90,90,30,70,40,90,30,100,90,70,90,70,80,20,1
263,0,16,70,70,55,75,40,10,70,70,40,46,79,60,67,9,50,70,97,75,2
264,0,1,70,85,40,50,30,15,50,60,50,50,70,60,50,15,40,60,100,40,2
265,0,85,60,50,1,85,100,85,100,1,85,70,1,100,100,50,100,1,100,40,1
266,0,1,100,70,60,100,70,40,85,85,15,70,85,70,85,15,100,85,85,85,2
267,0,40,100,100,70,100,40,70,100,100,15,100,85,100,100,15,85,70,100,100,2
268,0,70,30,1,1,100,30,100,50,50,65,100,1,100,100,90,80,50,85,1,1
269,0,2,100,85,60,84,40,42,85,100,30,51,100,51,100,9,86,90,99,71,2
270,0,1,70,70,60,50,30,40,45,70,20,50,40,40,60,10,80,50,95,40,2
271,0,60,61,24,40,66,67,75,70,50,31,60,51,70,71,61,78,50,95,30,1
272,0,15,85,100,100,85,50,1,70,85,50,50,70,85,85,1,85,85,100,85,2
273,0,50,1,50,50,50,100,50,50,50,50,100,50,50,50,50,50,50,100,1,1
274,0,30,70,85,60,70,50,40,50,85,50,50,70,60,85,40,70,60,70,60,2
275,0,15,50,50,100,85,50,70,50,70,50,50,70,100,100,50,100,85,52,100,2
276,0,65,40,55,49,50,55,65,49,45,45,50,40,100,75,51,95,35,75,10,1
277,0,50,50,60,60,50,50,50,60,50,40,50,50,85,70,30,85,50,70,50,2
278,0,50,50,15,41,50,40,70,51,95,61,50,30,50,50,70,85,50,70,1,1
279,0,85,60,60,50,85,85,85,70,70,70,85,70,70,85,70,100,50,50,50,1
280,0,85,70,70,100,85,30,20,15,30,1,50,50,100,70,1,40,50,70,50,2
281,0,1,60,40,60,60,60,60,60,60,60,60,40,50,60,40,60,60,100,60,2
282,0,15,100,100,100,100,15,1,85,100,85,50,100,70,100,15,85,85,100,100,2
283,0,43,55,50,50,70,43,50,60,51,55,50,50,85,70,51,70,50,70,50,2
284,0,70,60,70,87,85,71,40,85,85,40,85,85,85,86,30,85,85,85,30,2
285,0,50,50,60,50,70,15,40,50,70,50,40,60,50,85,50,60,85,70,85,2
286,0,60,60,70,60,85,60,50,70,50,30,60,70,100,100,15,70,50,85,60,2
287,0,50,50,30,50,50,50,50,15,50,50,50,50,100,100,50,50,50,50,50,1
288,0,70,30,50,100,100,100,100,100,70,100,50,1,100,50,1,1,30,50,999,2
289,0,100,50,40,86,90,41,95,60,51,41,50,1,100,52,70,86,16,100,5,1
290,0,1,70,85,60,60,30,30,50,70,40,40,60,60,70,1,70,70,85,60,2
291,0,85,60,50,50,59,50,50,68,51,40,50,70,97,89,15,91,50,94,50,2
292,0,60,40,40,30,70,50,60,60,70,40,70,50,70,70,50,70,70,70,40,1
293,0,35,40,60,41,58,72,60,75,86,71,55,85,93,94,33,93,86,71,9,2
294,0,1,50,70,50,50,40,15,60,50,1,50,1,1,1,1,50,50,85,85,2
295,0,15,60,85,85,70,30,30,40,70,15,50,60,70,70,1,70,50,100,60,2
296,0,70,40,30,1,85,60,60,60,1,40,50,30,100,100,60,100,1,85,1,1
297,0,85,50,50,85,100,1,50,40,50,1,50,50,100,85,85,85,50,85,1,1
298,0,40,60,60,70,60,85,60,70,85,40,40,60,70,70,60,100,70,100,15,1
299,0,60,50,40,60,70,50,60,40,60,40,50,40,60,60,40,60,60,50,40,1
300,0,1,70,85,85,70,30,1,30,70,15,40,60,70,60,15,70,70,85,70,2
301,0,30,100,100,70,100,30,30,40,100,50,50,100,50,100,60,85,100,100,100,2
302,0,100,1,1,1,1,1,100,52,1,1,1,1,100,100,100,100,1,1,1,1
303,0,50,1,50,20,100,50,100,40,10,30,90,40,100,80,10,80,1,30,1,1
304,0,50,60,60,50,70,50,60,85,40,70,40,60,60,50,50,100,50,85,7,2
305,0,100,85,1,40,100,70,40,100,100,15,85,70,100,100,40,85,85,85,1,1
306,0,85,70,50,60,60,50,70,70,50,30,60,1,100,85,50,100,50,60,1,1
307,0,15,40,40,998,50,50,60,50,85,50,50,50,50,50,50,85,85,85,30,2
308,0,50,85,15,1,85,60,85,70,85,1,70,70,85,85,85,100,85,70,30,1
309,0,60,85,50,85,85,70,50,60,100,60,1,85,100,50,50,50,100,70,100,2
310,0,31,42,10,42,71,61,71,51,70,71,51,62,79,61,71,96,71,71,17,1
311,0,1,100,100,95,70,1,15,60,100,50,50,50,50,50,30,50,100,60,100,2
312,0,44,66,63,52,62,56,57,63,57,49,50,54,59,54,38,73,59,53,57,2
313,0,30,70,50,60,85,60,70,85,50,30,50,30,60,50,50,85,85,100,1,1
314,0,50,77,85,63,71,15,1,72,61,51,32,51,71,50,50,41,51,54,71,2
