Id,V162030,V162095,V162096,V162097,V162098,V162099,V162100,V162101,V162102,V162103,V162104,V162105,V162106,V162107,V162108,V162109,V162110,V162111,V162112,V162113,Vote
1875,0,1,60,60,1,70,50,50,85,70,1,50,70,70,85,15,85,60,85,70,1
1876,0,50,62,62,70,85,16,61,41,16,55,17,77,69,60,50,43,29,41,71,1
1877,0,60,60,70,70,70,85,70,70,85,40,70,70,85,70,30,70,70,85,70,1
1878,0,60,15,15,60,50,15,85,70,40,60,50,15,100,50,70,85,15,85,15,1
1879,0,50,40,50,70,70,60,50,50,50,60,50,50,60,50,50,85,60,60,60,1
1880,0,60,40,70,85,70,30,70,60,70,30,70,70,85,70,40,85,70,70,30,1
1881,0,70,60,70,85,100,30,60,85,85,60,60,70,100,60,60,60,70,100,100,1
1882,0,50,66,84,80,71,60,16,40,84,41,41,51,60,50,40,87,70,71,51,1
1883,0,70,45,15,55,50,50,40,40,50,30,50,50,70,85,45,100,15,70,1,2
1884,0,85,30,1,70,84,60,99,85,1,70,85,0,85,85,60,99,30,85,1,2
1885,0,76,72,40,94,82,24,52,5,89,86,30,73,97,85,30,12,92,97,100,1
1886,0,70,60,60,70,85,70,60,70,60,70,70,70,70,70,70,60,60,60,100,1
1887,0,100,0,70,0,85,85,85,85,70,85,30,0,100,30,100,100,60,50,50,2
1888,0,40,100,100,85,100,70,70,85,100,40,100,100,100,100,1,70,100,100,100,1
1889,0,85,15,1,30,0,70,85,60,15,30,50,40,100,60,85,100,1,50,1,2
1890,0,50,40,40,30,85,50,70,50,50,50,50,60,85,70,50,100,50,60,30,2
1891,0,85,40,15,60,70,40,85,40,40,30,60,40,100,85,85,70,15,85,15,2
1892,0,85,50,30,70,60,30,70,70,15,60,1,1,85,50,50,85,15,50,85,2
1893,0,50,70,50,85,60,50,50,50,50,50,30,50,70,50,50,85,30,85,50,2
1894,0,30,60,85,60,85,50,30,50,50,1,50,85,50,70,15,40,50,50,85,1
1895,0,85,85,15,50,85,50,0,0,1,40,60,30,100,85,50,85,1,0,1,2
1896,0,60,60,60,40,70,40,50,60,70,60,60,60,70,70,60,85,70,85,70,1
1897,0,15,100,85,85,85,30,50,40,100,40,50,85,50,100,1,70,85,100,70,1
1898,0,70,60,50,60,50,60,85,50,50,60,50,50,70,50,70,85,40,70,30,2
1899,0,75,50,51,80,99,30,50,50,50,50,99,51,100,86,50,100,88,49,83,2
1900,0,51,60,3,71,41,61,95,1,51,31,51,16,89,52,60,100,17,85,2,2
1901,0,0,50,30,0,65,50,25,0,50,25,35,50,50,50,0,50,50,90,60,1
1902,1,41,41,58,71,51,30,16,50,2,50,50,29,69,50,50,16,16,52,71,1
1903,0,50,85,85,85,85,50,50,85,85,50,85,85,85,85,1,85,85,100,85,1
1904,0,69,49,51,80,50,51,61,70,50,61,70,50,71,51,41,42,60,92,50,1
1905,0,70,60,50,40,50,70,50,50,50,40,50,40,85,50,50,85,30,50,15,2
1906,0,50,60,100,100,100,100,15,100,100,100,100,100,15,100,50,100,100,100,1,1
1907,0,50,40,1,85,30,60,85,60,50,50,60,40,70,50,30,100,15,60,1,2
1908,0,61,91,97,99,86,70,31,86,73,62,71,85,71,87,2,85,72,99,100,1
1909,0,1,97,94,82,60,19,10,74,98,1,30,98,64,97,1,94,96,100,98,1
1910,0,89,55,40,94,86,78,87,89,59,81,80,63,93,82,85,95,66,90,57,2
1911,0,31,65,32,62,51,43,58,51,84,40,50,39,90,51,86,88,71,62,44,2
1912,0,20,42,73,65,61,33,66,72,65,69,54,54,38,69,51,73,61,94,4,2
1913,0,30,85,85,85,85,30,998,70,100,15,50,85,70,100,15,998,85,100,70,1
1914,0,1,89,70,17,90,52,8,32,100,9,50,80,31,84,16,51,98,75,51,1
1915,0,40,60,70,60,50,50,40,70,50,40,50,60,85,70,40,70,50,50,40,1
1916,0,51,59,60,61,51,30,42,64,71,2,52,51,51,52,10,71,92,83,50,1
1917,2,50,60,50,50,60,50,70,50,50,40,50,100,100,100,50,100,30,85,60,2
1918,0,50,50,30,40,60,30,60,70,50,40,50,40,70,50,50,70,50,50,50,2
1919,0,0,85,51,52,0,49,53,52,29,50,14,52,85,61,43,63,41,66,51,1
1920,0,51,65,54,72,0,64,65,88,60,58,56,62,81,61,56,96,55,94,61,1
1921,0,71,100,100,85,100,15,100,87,100,41,100,100,100,100,17,100,100,100,86,1
1922,0,100,85,50,60,85,70,85,70,85,70,85,40,100,100,70,100,70,100,50,2
1923,0,40,50,85,60,50,40,40,60,100,60,50,50,60,50,15,70,50,85,60,1
1924,0,75,51,15,63,81,72,91,73,62,61,61,58,100,78,85,100,50,91,26,2
1925,0,30,100,70,70,100,60,85,70,100,65,70,100,85,100,40,100,100,85,60,1
1926,0,40,85,85,70,70,60,40,85,85,40,60,70,85,100,30,100,70,100,85,1
1927,0,10,50,85,90,80,20,30,60,60,10,70,70,85,85,20,95,50,95,50,1
1928,0,70,44,45,45,61,56,51,59,53,54,54,42,95,53,59,72,31,48,46,2
1929,0,86,61,55,70,69,70,53,40,1,67,64,70,96,82,41,60,2,59,84,1
1930,0,30,30,30,15,50,70,50,40,50,1,50,50,50,50,70,60,40,100,40,2
1931,0,25,30,50,1,50,25,50,50,30,1,50,1,50,50,1,85,1,85,1,2
1932,0,91,2,1,20,51,21,61,73,2,48,52,1,99,75,55,100,2,75,1,2
1933,0,30,85,50,50,70,15,50,60,100,50,50,60,100,100,50,85,100,100,100,1
1934,0,60,50,60,50,60,67,70,60,50,40,50,15,97,70,49,57,50,70,40,1
1935,0,50,50,50,60,60,50,50,50,50,30,60,30,60,50,50,85,50,60,40,2
1936,0,15,85,70,85,85,60,60,70,85,60,70,85,70,85,15,40,85,60,85,1
1937,0,2,99,60,71,100,31,16,41,100,16,85,100,16,100,16,100,100,71,100,1
1938,0,0,100,100,100,100,40,30,0,85,1,0,85,100,0,1,85,50,100,100,1
1939,0,60,40,30,60,85,60,70,60,30,30,70,60,85,85,70,85,15,50,1,2
1940,0,40,77,83,100,77,41,43,78,91,32,39,85,59,69,53,87,90,75,1,1
1941,1,0,75,0,100,0,0,0,0,100,50,50,70,100,0,100,40,100,0,100,1
1942,0,40,60,60,60,70,30,60,50,50,30,50,50,70,100,15,85,50,70,60,1
1943,0,60,60,60,60,100,4,60,60,50,60,15,81,85,85,1,30,50,100,60,2
1944,0,40,50,70,60,50,40,40,60,50,15,50,50,60,50,30,50,50,50,50,1
1945,0,40,60,70,85,70,40,40,60,60,40,60,60,60,70,30,70,50,70,60,1
1946,0,85,85,85,85,85,30,60,70,70,40,40,85,100,85,30,85,50,100,40,1
1947,0,30,85,85,50,60,40,15,70,70,40,50,40,70,70,15,70,50,85,40,1
1948,0,50,60,40,70,85,60,70,0,70,70,40,70,70,100,40,85,60,100,70,1
1949,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,100,50,50,1,2
1950,0,998,50,50,30,85,40,50,50,50,30,40,998,40,998,40,40,998,70,998,1
1951,0,0,0,51,0,85,31,53,50,52,41,0,0,100,0,17,90,0,94,0,1
1952,0,60,1,15,15,40,40,60,40,50,30,70,50,85,70,70,85,50,50,15,2
1953,0,50,50,50,60,50,40,15,50,50,50,50,50,50,50,30,50,50,70,60,1
1954,0,15,1,1,1,50,50,50,50,50,30,70,50,60,60,30,50,50,40,1,2
1955,0,17,60,60,31,70,50,60,71,71,60,61,70,70,72,51,85,61,70,51,2
1956,0,10,0,68,82,87,50,66,74,100,74,62,94,47,91,36,93,98,80,68,1
1957,0,40,50,30,30,60,40,60,60,50,30,50,40,85,50,15,60,50,70,30,2
1958,0,60,30,40,76,60,8,0,70,50,70,50,50,70,50,15,70,50,85,7,2
1959,0,85,80,65,65,80,60,50,80,75,60,80,85,90,80,50,80,80,85,90,1
1960,0,60,40,40,50,60,40,60,40,40,40,40,40,70,50,50,70,1,60,1,2
1961,0,70,100,85,85,100,100,85,100,100,85,85,85,100,100,60,100,85,100,100,1
1962,0,70,85,60,70,100,70,85,50,50,40,60,50,100,70,50,60,50,85,50,1
1963,0,60,15,1,30,100,70,100,60,30,40,70,30,100,70,70,85,1,60,1,2
1964,0,85,15,40,1,60,40,85,30,50,40,50,60,85,100,85,100,40,50,1,2
1965,0,10,75,85,50,85,10,10,50,75,75,50,50,50,95,1,50,75,90,95,1
1966,0,15,83,90,50,85,86,40,40,99,8,85,51,35,95,2,73,94,100,40,1
1967,0,51,50,52,40,52,51,40,52,51,52,50,51,86,50,50,72,40,61,50,2
1968,0,50,70,50,40,70,60,50,50,85,40,50,40,60,70,50,85,70,60,60,1
1969,0,70,50,15,70,60,60,85,50,50,40,60,50,85,60,85,85,50,50,15,2
1970,0,99,14,16,31,83,69,86,30,16,58,40,40,99,91,84,97,51,84,12,2
1971,0,85,85,70,50,100,50,85,85,70,15,50,100,50,85,50,100,70,100,50,1
1972,0,84,4,17,2,50,59,76,40,1,33,61,28,95,79,85,99,1,60,1,2
1973,0,30,100,40,15,60,70,40,85,100,15,40,100,100,100,15,100,100,100,100,1
1974,0,70,50,70,100,85,85,70,70,100,70,70,70,100,85,50,100,70,85,15,2
1975,0,50,85,100,100,100,15,1,40,70,15,30,70,70,60,1,50,50,100,100,1
1976,0,15,85,85,70,100,50,15,85,100,40,50,85,50,85,1,70,85,85,85,1
1977,0,31,61,59,70,41,17,61,25,52,20,29,50,69,69,29,84,51,83,33,1
1978,0,36,2,1,51,60,61,98,71,69,32,60,1,83,99,71,77,51,60,16,2
1979,0,70,50,50,60,85,15,70,15,50,60,1,1,100,60,30,100,1,40,70,2
1980,0,8,70,83,85,50,12,1,64,100,1,41,100,9,100,51,86,99,100,100,1
1981,0,16,100,100,85,54,51,42,62,85,1,52,51,59,51,1,70,50,85,100,1
1982,0,30,70,70,50,70,60,60,60,100,60,70,50,85,50,40,85,100,60,70,1
1983,0,50,60,60,50,60,40,40,50,60,50,40,50,50,50,50,50,50,60,50,1
1984,0,15,50,30,40,60,70,60,60,50,40,50,50,70,60,60,85,50,60,15,2
1985,0,30,70,70,40,60,40,15,85,100,40,50,70,70,70,30,100,70,85,70,1
1986,0,50,6,50,52,100,50,50,50,50,50,50,50,51,50,50,100,50,50,62,1
1987,0,70,50,40,30,60,70,70,60,50,40,50,40,60,50,40,85,40,70,30,2
1988,0,30,40,40,85,85,30,40,60,30,15,50,50,100,50,70,100,40,70,15,2
1989,0,70,70,70,85,100,70,70,85,100,70,60,100,100,100,998,100,100,70,50,1
1990,0,13,58,1,70,83,84,88,68,98,50,84,1,83,69,16,100,50,69,1,2
1991,0,3,48,60,1,89,3,49,62,50,31,52,50,61,51,59,70,49,65,3,2
1992,0,85,45,40,65,85,75,100,85,50,70,85,75,95,85,60,100,55,80,55,2
1993,0,100,60,60,85,60,50,60,85,15,60,50,40,100,85,60,85,1,85,87,1
1994,0,15,60,85,60,50,50,30,70,50,50,50,50,70,100,15,60,30,100,60,1
1995,0,60,85,70,30,85,85,40,85,60,85,85,60,60,70,60,70,50,100,100,1
1996,0,69,59,40,13,50,57,58,67,49,51,60,51,67,49,50,70,59,67,68,2
1997,0,50,85,50,50,50,50,50,50,50,50,50,50,50,50,50,85,50,60,50,1
1998,0,80,85,90,99,92,40,85,70,100,40,51,99,100,100,5,84,100,95,69,1
1999,0,85,60,15,60,100,85,100,40,30,60,85,70,100,100,85,100,30,100,1,2
2000,0,71,59,85,89,95,13,34,63,84,38,11,89,84,88,11,89,81,89,61,1
2001,0,999,50,50,30,85,30,50,50,50,40,50,998,100,70,50,85,40,85,60,2
2002,0,30,70,85,60,85,60,60,70,85,60,60,70,85,70,30,85,85,70,70,1
2003,0,99,51,1,51,32,51,1,69,41,41,61,1,99,51,51,96,2,31,1,2
2004,0,100,60,30,60,85,100,100,60,60,60,70,0,100,70,85,85,30,60,50,2
2005,0,1,5,1,1,5,5,5,6,8,7,8,5,5,8,5,9,1,10,1,2
2006,0,100,1,10,70,100,100,70,90,1,50,100,50,100,100,50,100,1,30,1,2
2007,0,30,16,100,100,100,69,15,100,100,85,40,100,16,100,30,100,100,100,40,1
2008,0,85,30,40,50,50,15,30,15,70,15,50,70,85,70,50,15,70,15,15,2
2009,0,85,1,1,60,70,50,100,50,1,85,50,40,100,100,50,100,30,50,1,2
2010,0,40,100,100,85,60,30,1,40,100,1,50,70,70,100,1,85,100,100,40,1
2011,0,50,50,40,30,60,70,70,40,70,40,50,40,70,85,60,100,50,85,1,2
2012,0,40,85,70,50,100,30,30,39,50,40,15,50,60,50,15,30,50,100,85,1
2013,0,50,15,1,15,50,60,85,40,30,70,60,30,85,50,60,100,15,60,1,2
2014,0,50,40,50,50,70,41,50,50,50,16,50,50,50,50,40,83,50,50,50,1
2015,0,1,85,85,85,85,40,70,50,100,50,50,85,85,85,1,60,100,70,85,1
2016,0,50,50,1,50,50,50,1,50,50,30,50,50,50,50,50,100,50,50,1,2
2017,0,90,5,15,20,50,50,85,33,20,70,65,20,90,70,90,50,5,50,15,2
2018,0,70,60,60,30,85,60,60,70,70,40,60,70,70,70,40,85,70,70,70,1
2019,0,15,50,15,40,85,50,60,50,85,60,50,1,60,85,50,85,85,85,70,2
2020,4,50,50,50,70,60,70,70,85,50,70,40,50,70,70,85,60,50,60,999,2
2021,0,60,40,40,50,85,30,50,50,50,50,50,50,85,50,50,85,50,50,15,2
2022,0,70,60,70,60,70,15,40,70,50,15,70,1,70,70,1,15,50,85,1,2
2023,0,30,50,85,60,50,50,30,60,50,40,50,50,85,50,1,70,50,85,85,1
2024,0,15,70,60,85,70,15,15,70,70,15,70,70,70,70,1,60,85,70,70,1
2025,0,1,100,100,100,100,15,30,70,100,30,70,100,61,100,1,85,100,100,70,1
2026,0,30,70,40,100,50,40,40,70,40,15,15,15,998,60,30,85,30,60,30,1
2027,0,30,85,51,70,59,60,71,98,50,29,83,84,84,82,50,97,70,84,70,1
2028,0,100,15,1,15,85,60,60,60,50,60,60,40,100,100,60,100,50,50,1,2
2029,0,100,50,100,50,50,50,40,50,85,50,85,50,100,50,15,100,50,100,50,1
2030,0,0,50,50,0,75,40,50,30,50,5,0,0,75,0,0,85,50,0,30,1
2031,0,50,60,85,40,60,40,60,60,60,1,50,60,60,60,50,70,60,60,40,2
2032,0,40,60,60,70,50,30,50,50,60,30,50,50,60,50,60,85,50,70,50,2
2033,0,100,50,1,85,85,100,100,50,50,100,85,1,100,100,1,100,50,100,1,2
2034,0,85,51,41,60,70,56,65,41,40,61,60,50,85,67,85,66,51,61,5,2
2035,0,85,50,70,50,70,65,50,70,50,70,70,50,100,75,50,85,50,65,1,2
2036,0,1,100,100,60,50,1,1,40,100,15,50,50,40,100,1,70,100,100,100,1
2037,0,40,70,60,60,50,70,50,70,70,40,50,50,85,70,50,70,60,70,60,1
2038,0,61,50,51,17,50,31,50,78,50,56,50,50,91,51,51,56,50,79,50,2
2039,0,60,60,50,60,85,85,60,85,50,85,60,60,85,60,50,70,60,60,100,1
2040,0,50,50,50,50,50,50,50,85,85,70,50,50,85,84,50,85,50,85,50,1
2041,0,100,85,100,50,100,60,85,50,100,30,70,100,85,100,40,85,100,100,100,1
2042,0,67,72,64,54,87,75,63,69,74,51,68,86,86,71,69,48,91,99,84,1
2043,0,40,50,60,50,60,60,40,60,50,15,50,60,70,70,1,70,50,85,50,1
2044,0,70,15,30,70,85,60,70,85,40,60,70,70,100,100,50,70,30,70,60,2
2045,0,50,50,1,30,50,50,100,50,100,1,50,50,100,100,100,100,50,100,1,2
2046,0,40,45,45,50,70,35,45,50,80,55,40,60,40,70,50,55,80,60,30,2
2047,0,50,50,50,50,50,50,50,85,50,50,50,50,85,50,0,85,40,50,50,2
2048,0,69,1,30,46,66,46,98,41,52,60,50,67,98,63,0,82,46,64,27,2
2049,0,60,60,60,85,85,15,85,70,70,70,70,15,100,70,40,85,70,100,60,2
2050,0,50,50,55,52,51,31,51,50,51,31,47,51,50,51,30,50,50,51,49,1
2051,0,70,40,70,30,100,100,100,60,60,60,85,70,100,85,100,100,50,85,15,2
2052,0,47,98,80,79,87,41,40,87,98,71,50,88,92,99,4,93,89,77,50,1
2053,0,29,57,77,50,71,45,2,24,60,1,23,51,62,51,4,31,52,78,86,1
2054,0,59,51,1,41,61,70,100,51,1,41,50,1,100,1,59,60,1,15,16,2
2055,0,30,60,70,85,70,30,30,70,85,50,30,60,50,70,15,85,85,85,40,1
2056,0,87,40,33,82,81,62,32,50,78,40,69,50,100,87,50,71,70,100,15,2
2057,0,15,85,70,50,85,50,30,60,50,15,50,50,50,50,15,50,50,85,50,1
2058,0,2,84,61,17,86,71,60,69,100,61,61,42,16,50,52,61,86,84,85,1
2059,0,85,1,30,30,85,85,85,70,85,30,85,85,100,100,100,100,85,85,1,2
2060,0,70,8,15,25,59,50,75,69,49,60,61,59,71,55,52,72,42,56,1,2
2061,0,50,50,50,60,70,50,50,60,50,60,50,50,85,60,60,70,50,70,50,2
2062,2,50,50,30,30,15,30,60,70,50,50,60,30,70,60,40,100,50,100,15,2
2063,0,70,40,15,30,50,40,85,40,50,40,30,70,100,50,60,70,50,60,40,2
2064,0,85,85,85,60,85,70,60,60,70,40,70,85,85,70,40,85,70,70,85,1
2065,0,40,85,90,80,85,30,30,80,100,40,50,85,70,100,1,60,90,90,75,1
2066,0,1,100,30,30,60,60,40,60,50,60,50,40,40,40,40,85,50,100,50,1
2067,0,50,30,1,1,50,50,100,40,50,30,50,1,100,100,50,100,50,50,1,2
2068,0,85,85,85,1,85,40,60,1,85,60,85,85,85,85,70,85,85,85,85,1
2069,0,100,1,80,100,100,100,80,100,8,100,10,80,100,100,100,90,10,90,100,2
2070,0,100,70,15,50,85,50,15,50,1,1,15,50,100,85,50,1,1,100,70,1
2071,0,40,30,1,70,30,30,70,50,1,50,60,70,40,50,1,30,1,50,40,1
2072,0,60,50,15,40,70,85,100,60,50,60,50,30,85,85,85,85,50,60,1,2
2073,0,1,96,85,71,50,1,16,55,100,17,31,85,70,80,1,60,99,100,95,1
2074,0,40,70,70,100,85,40,50,70,70,70,50,70,85,85,50,85,50,85,100,1
2075,0,20,1,1,20,85,50,85,50,85,20,85,30,85,60,85,85,80,85,1,2
2076,0,40,100,70,60,100,30,1,40,100,40,50,100,70,100,50,40,100,100,100,1
2077,0,50,50,40,50,50,50,50,50,50,30,50,40,50,50,40,85,50,70,50,2
2078,0,50,50,50,85,70,50,85,50,50,60,50,50,50,50,50,85,50,60,50,1
2079,0,85,50,50,50,70,60,60,60,100,60,15,50,85,85,50,100,100,50,15,1
2080,0,50,40,15,50,50,60,85,60,30,60,50,50,50,50,60,85,30,85,1,2
2081,0,30,60,50,40,70,30,50,60,70,30,30,60,70,70,15,70,70,100,70,1
2082,0,85,60,60,60,85,60,60,70,70,40,85,60,85,85,40,100,70,100,40,2
2083,0,86,16,1,60,70,71,98,84,26,16,70,2,99,85,31,98,2,99,1,2
2084,0,16,41,50,50,60,41,30,51,51,30,41,51,51,51,16,41,50,60,41,1
2085,0,100,100,50,70,100,60,50,60,100,40,100,60,100,100,50,85,100,100,40,2
2086,0,44,79,86,72,80,50,64,59,75,67,64,63,65,75,40,74,77,78,78,1
2087,0,15,40,60,30,100,60,85,50,50,1,15,70,85,70,60,85,1,100,40,1
2088,0,15,76,76,75,57,30,30,27,95,33,42,75,13,98,15,76,96,98,70,1
2089,0,1,85,100,60,50,15,30,60,60,15,50,50,30,60,30,60,60,60,50,1
2090,0,15,100,80,60,60,30,40,60,80,30,40,50,60,85,1,70,60,85,90,1
2091,0,50,50,60,40,15,60,50,50,50,30,50,1,60,50,40,70,40,60,15,2
2092,0,50,50,50,85,70,40,50,70,50,40,50,30,85,50,60,70,15,70,30,2
2093,0,70,100,85,100,70,40,40,50,100,40,50,100,100,100,60,30,100,60,100,1
2094,0,85,40,40,40,85,40,60,60,60,40,40,30,100,70,40,85,70,50,1,2
2095,0,15,100,85,85,50,40,15,85,100,60,50,100,100,100,1,70,100,100,85,1
2096,0,1,100,50,40,85,30,1,40,85,1,50,70,70,100,1,50,50,85,50,1
2097,0,50,50,1,60,100,50,85,100,100,1,50,40,100,100,60,100,50,100,1,2
2098,0,15,85,70,70,70,30,15,40,100,40,70,85,70,85,1,70,70,100,100,1
2099,0,55,60,60,55,85,70,75,55,60,30,65,60,95,80,80,70,50,85,30,2
2100,0,50,50,15,60,70,50,70,40,30,1,50,1,85,50,1,60,1,60,1,2
2101,0,50,40,40,50,50,50,60,50,30,15,40,50,60,50,50,60,30,70,40,2
2102,0,1,33,19,18,52,51,51,42,70,15,51,17,32,60,28,86,51,51,2,2
2103,0,50,70,70,85,100,60,60,70,85,40,70,85,85,85,50,85,85,85,85,1
2104,0,51,88,88,92,91,32,87,74,96,17,91,90,91,91,42,79,95,93,76,1
2105,0,70,85,70,70,85,85,70,100,85,70,50,85,85,85,50,85,85,85,70,1
2106,0,95,16,49,32,94,51,30,93,54,89,11,50,67,53,53,88,49,91,81,1
2107,0,51,95,50,84,94,58,50,70,97,25,49,48,65,68,58,74,85,95,45,1
2108,0,50,80,75,90,75,50,20,100,70,50,50,50,50,50,1,99,50,80,50,1
2109,0,40,100,85,70,50,30,50,60,85,70,50,70,50,70,50,70,70,85,70,1
2110,0,70,30,15,1,60,50,85,50,30,30,60,1,100,60,70,85,50,70,1,2
2111,0,50,70,60,85,85,30,70,85,30,60,30,60,70,100,50,100,50,85,85,2
2112,0,50,30,30,70,50,60,85,30,50,60,50,30,100,50,60,100,1,70,1,2
2113,0,72,50,15,16,85,69,86,71,50,50,72,30,79,70,86,99,61,84,41,2
2114,0,70,15,70,70,70,70,70,70,85,70,30,1,100,36,70,60,85,85,100,1
2115,0,50,70,50,50,50,50,50,70,50,40,50,50,50,50,50,70,50,70,50,1
2116,0,50,100,50,100,85,40,50,40,85,50,70,70,60,70,15,70,70,100,50,1
2117,0,998,70,85,85,85,60,85,40,70,60,60,60,100,998,998,85,40,85,100,1
2118,0,85,85,50,50,100,15,50,70,30,70,50,50,100,100,50,30,30,70,100,1
2119,0,50,1,1,1,50,85,100,1,50,1,85,30,60,100,60,100,1,30,1,2
2120,0,67,60,37,31,60,85,85,76,50,34,52,42,100,86,60,93,51,97,32,2
2121,0,1,85,1,50,50,60,100,70,100,70,70,1,100,1,100,60,50,100,1,2
2122,0,100,60,30,50,60,40,75,50,40,48,45,40,100,75,50,77,45,70,35,2
2123,0,1,85,60,15,60,40,40,40,50,15,40,40,60,40,1,60,50,70,1,1
2124,0,40,50,50,50,60,40,50,50,40,40,40,50,60,50,50,40,40,60,70,1
2125,0,3,85,99,99,80,16,15,30,85,12,31,78,41,81,2,40,51,99,85,1
2126,0,85,50,60,70,85,60,85,60,50,70,85,50,100,85,40,85,50,85,40,1
2127,0,70,30,60,85,70,40,85,70,60,50,40,60,70,60,50,60,50,60,70,1
2128,0,85,70,70,50,100,85,100,85,85,85,70,100,100,100,85,85,85,100,30,2
2129,0,100,85,40,100,70,100,50,100,50,85,60,85,100,100,100,85,15,100,100,1
2130,0,30,30,48,60,60,40,48,40,50,30,50,50,50,50,40,60,50,100,40,1
2131,0,43,46,43,52,79,29,65,75,72,34,60,41,72,51,53,84,64,88,19,1
2132,0,1,94,86,91,71,42,4,61,99,4,51,52,41,99,3,71,89,89,61,1
2133,0,85,30,15,60,85,70,85,40,30,15,70,70,100,85,60,100,15,70,40,2
2134,0,50,50,60,70,60,40,50,70,50,60,60,50,70,50,50,85,50,60,40,1
2135,0,71,99,1,50,1,1,1,1,98,1,63,70,98,85,1,62,71,63,100,1
2136,0,15,85,85,30,85,40,15,60,85,15,40,85,70,85,15,85,70,85,70,1
2137,0,85,83,32,68,90,70,62,70,52,69,50,66,96,68,60,15,52,80,100,1
2138,0,40,85,85,85,100,70,15,60,100,30,85,100,50,100,1,85,100,85,70,1
2139,0,50,40,15,30,60,50,70,50,50,40,50,30,50,50,70,100,50,50,15,2
2140,0,50,15,100,100,100,15,50,85,100,60,50,100,100,100,50,100,100,100,50,1
2141,0,30,50,30,50,70,60,60,60,50,15,40,50,70,50,15,85,50,60,15,2
2142,0,50,50,50,30,50,15,50,40,40,30,50,70,85,85,50,85,40,85,40,1
2143,0,50,1,6,6,98,50,91,2,50,29,50,1,99,96,59,97,1,85,1,2
2144,0,100,50,1,1,85,70,100,50,1,50,85,50,100,100,70,100,1,100,1,2
2145,0,100,50,15,50,100,85,100,60,50,60,85,50,100,100,70,85,1,85,15,2
2146,0,50,10,7,30,70,60,100,54,50,48,61,15,50,50,95,85,50,98,1,2
2147,0,35,83,71,53,77,40,62,66,81,46,54,51,66,80,34,67,72,85,40,1
2148,0,70,70,15,50,85,50,100,70,40,60,50,40,100,85,85,85,40,85,15,2
2149,0,60,100,70,70,100,0,40,0,60,0,0,60,70,85,1,70,70,85,100,1
2150,0,15,100,100,85,70,40,15,70,85,60,50,85,50,100,10,70,85,85,85,1
2151,0,95,25,4,10,57,67,76,35,4,10,47,7,92,64,68,80,7,49,51,2
2152,0,1,85,80,60,100,40,40,85,85,40,50,75,60,70,15,85,50,100,50,1
2153,0,15,50,46,56,50,64,39,33,51,13,49,50,51,50,13,71,50,78,40,1
2154,0,50,60,70,60,70,70,50,60,70,50,70,60,80,70,15,60,70,80,70,1
2155,0,40,60,60,40,70,30,50,50,100,50,50,100,100,100,40,70,100,100,70,1
2156,0,58,55,46,35,45,67,53,73,47,48,60,55,78,60,38,64,45,68,45,1
2157,0,85,70,15,15,60,40,60,85,1,70,60,1,100,60,60,85,15,50,1,2
2158,0,60,60,30,70,60,50,60,60,60,60,60,50,85,60,60,70,50,100,60,2
2159,0,31,16,16,16,85,75,100,95,50,50,51,50,100,100,85,100,50,71,1,2
2160,0,1,100,85,85,70,1,1,30,100,30,1,100,30,100,1,1,100,30,100,1
2161,0,62,32,1,17,86,72,98,62,51,17,86,1,72,72,87,87,42,42,3,2
2162,0,100,1,50,30,100,30,70,15,50,60,50,50,100,100,50,100,50,50,1,2
2163,0,70,50,15,50,100,85,70,100,1,85,50,1,100,15,50,70,1,100,30,1
2164,0,100,75,10,100,100,25,100,75,100,20,80,100,100,100,60,100,100,100,1,2
2165,0,40,50,50,50,85,50,50,50,40,30,50,50,85,50,50,85,40,85,30,2
2166,0,50,40,40,40,60,50,70,60,50,50,50,60,75,75,60,75,60,75,15,2
2167,0,25,63,40,36,70,39,55,62,50,35,74,1,63,66,70,81,44,85,8,2
2168,0,1,41,28,69,94,5,31,52,99,7,85,91,26,97,1,91,93,96,51,1
2169,0,32,41,50,51,52,85,52,74,52,87,50,3,51,53,53,89,4,85,18,2
2170,0,30,70,70,50,100,40,60,60,100,15,40,70,85,85,1,60,100,100,70,1
2171,0,51,1,1,2,99,99,99,16,86,1,100,17,99,100,85,100,51,51,1,2
2172,0,60,30,1,60,50,30,85,60,40,60,50,15,100,85,60,100,40,60,15,2
2173,0,30,70,60,40,60,50,50,50,100,40,50,70,70,100,50,70,100,75,75,1
2174,0,16,48,46,50,60,61,83,50,33,60,61,30,97,49,51,82,3,74,2,2
2175,0,85,17,17,50,90,51,90,85,1,85,50,30,100,66,75,100,51,75,16,2
2176,0,100,85,30,1,85,15,85,60,50,40,60,50,85,100,85,70,50,70,60,2
2177,0,40,40,40,50,85,70,60,50,85,70,70,60,70,85,50,85,50,85,50,2
2178,0,85,25,25,2,72,50,83,31,71,87,71,60,95,70,43,98,50,40,2,2
2179,0,15,85,60,40,50,40,30,50,70,40,50,50,50,70,15,50,60,85,70,1
2180,0,999,50,50,70,50,60,50,60,40,40,50,50,50,50,50,70,50,70,50,1
2181,0,41,52,41,61,55,57,50,40,51,40,50,31,85,51,40,71,47,62,2,2
2182,0,70,85,85,60,100,60,70,50,100,85,85,70,85,70,85,100,70,100,85,1
2183,0,0,75,52,53,56,5,53,12,0,1,53,51,86,56,1,55,52,53,100,1
